Chapter,Topic,Question,Equation,Answer
Alcohols Phenols Ethers,Alcohol Formation,How does industrial hydration differ from lab hydration?,CH2=CH2 + H2O → CH3CH2OH,"Industrial hydration uses high temperature, pressure, and catalysts like phosphoric acid, while laboratory methods use milder acid conditions. Industrial methods are more efficient for large-scale production."
Alcohols Phenols Ethers,Alcohol Formation,Explain the role of catalyst in alkene hydration.,H+ catalyst (H2SO4),Catalysts like sulfuric acid increase the rate of reaction by protonating the alkene and facilitating carbocation formation without being consumed in the reaction.
Alcohols Phenols Ethers,Alcohol Formation,Why are rearrangements possible in alkene hydration?,Carbocation rearrangement → Stable product,Rearrangements occur because unstable carbocations can shift hydride or alkyl groups to form more stable carbocations before forming the final alcohol.
Alcohols Phenols Ethers,Alcohol Formation,How is ethanol produced industrially from ethene?,"CH2=CH2 + H2O → CH3CH2OH (H3PO4, high P,T)","Ethanol is produced by passing ethene and steam over a phosphoric acid catalyst at high temperature and pressure, resulting in hydration of ethene to ethanol."
Alcohols Phenols Ethers,Alcohol Formation,Explain carbocation rearrangement during acid-catalyzed hydration with example.,CH3–CH=CH–CH3 + H2O → H+ → CH3–CHOH–CH2CH3,"During acid-catalyzed hydration, an unstable carbocation may rearrange via hydride or alkyl shift to form a more stable carbocation before reacting with water to give alcohol."
Alcohols Phenols Ethers,Alcohol Formation,Why does hydroboration-oxidation give syn addition and anti-Markovnikov product?,CH3–CH=CH2 → (1) BH3/THF (2) H2O2/OH− → CH3–CH2–CH2OH,"Hydroboration occurs via a concerted mechanism where boron attaches to the less substituted carbon and hydrogen adds simultaneously, resulting in anti-Markovnikov alcohol with syn addition."
Alcohols Phenols Ethers,Alcohol Formation,Compare regioselectivity and stereoselectivity in alcohol formation reactions.,CH3–CH=CH2 + H2O → CH3–CHOH–CH3 (Markovnikov),Regioselectivity determines position of –OH group while stereoselectivity determines spatial arrangement. These depend on the reaction mechanism involved.
Alcohols Phenols Ethers,Alcohol Formation,Explain why tertiary alkyl halides undergo SN1 while primary undergo SN2 in alcohol formation.,(CH3)3C–Cl + H2O → (CH3)3C–OH + HCl,"Tertiary alkyl halides form stable carbocations and follow SN1 mechanism, while primary halides follow SN2 due to less steric hindrance."
Alcohols Phenols Ethers,Alcohol Formation,Describe the complete mechanism of Grignard reagent reaction with aldehyde.,CH3MgBr + HCHO → CH3CH2OMgBr → H3O+ → CH3CH2OH,"Grignard reagent attacks the carbonyl carbon forming an alkoxide intermediate, which on hydrolysis produces alcohol."
Alcohols Phenols Ethers,Alcohol Formation,Why do Grignard reagents fail in presence of moisture?,CH3MgBr + H2O → CH4 + Mg(OH)Br,"Grignard reagents react with water to form alkanes instead of alcohols, destroying the reagent."
Alcohols Phenols Ethers,Alcohol Formation,Explain the formation of diols from epoxides under acidic and basic conditions.,CH2–CH2O + H2O → HO–CH2–CH2–OH,"Epoxides undergo ring opening due to strain, forming diols when reacted with water."
Alcohols Phenols Ethers,Alcohol Formation,Why is LiAlH₄ able to reduce carboxylic acids but NaBH₄ cannot?,CH3COOH + 4[H] → CH3CH2OH + H2O,LiAlH₄ is a stronger reducing agent capable of reducing carboxylic acids completely to alcohols.
Alcohols Phenols Ethers,Alcohol Formation,Explain kinetic vs thermodynamic control in alcohol formation.,CH3–CH=CH2 + H2O → CH3–CHOH–CH3,Product formation depends on reaction conditions where kinetic control favors faster products and thermodynamic control favors more stable products.
Alcohols Phenols Ethers,Alcohol Formation,Why does acid-catalyzed hydration sometimes give unexpected products?,CH3–CH=CH2 + H2O → CH3–CHOH–CH3,Unexpected products arise due to carbocation rearrangements before alcohol formation.
Alcohols Phenols Ethers,Alcohol Formation,Explain stereochemical outcome of SN2 reaction in alcohol formation.,CH3CH2Br + OH− → CH3CH2OH + Br−,SN2 reaction proceeds via backside attack resulting in inversion of configuration.
Alcohols Phenols Ethers,Alcohol Formation,Discuss limitations of fermentation method for alcohol production.,C6H12O6 → 2C2H5OH + 2CO2,"Fermentation is slow and produces dilute alcohol, making it less efficient industrially."
Alcohols Phenols Ethers,Alcohol Formation,Explain why hydration of alkynes does not directly give alcohols.,CH≡CH + H2O → CH2=CHOH → CH3CHO,Alkynes first form unstable enols which tautomerize to aldehydes or ketones instead of stable alcohols.
Alcohols Phenols Ethers,Alcohol Formation,Describe industrial synthesis of methanol from synthesis gas.,CO + 2H2 → CH3OH,Methanol is produced industrially by catalytic hydrogenation of carbon monoxide under high pressure.
Alcohols Phenols Ethers,Alcohol Formation,Explain Hammond postulate in context of alcohol formation reactions.,CH3–CH=CH2 + H+ → CH3–C+H–CH3,"The transition state resembles the carbocation intermediate, explaining stability trends in reactions."
Alcohols Phenols Ethers,Alcohol Formation,Why do rearrangements increase yield of more stable alcohol?,CH3–CH=CH2 + H2O → CH3–CHOH–CH3,"Rearrangements lead to formation of more stable carbocations, resulting in more stable alcohol products."
Alcohols Phenols Ethers,Alcohol Formation,Explain role of solvent in SN1 and SN2 alcohol formation reactions.,(CH3)3CCl + H2O → (CH3)3COH + HCl,Polar protic solvents favor SN1 while polar aprotic solvents favor SN2 reactions.
Alcohols Phenols Ethers,Alcohol Formation,Why is hydroboration preferred for avoiding rearrangements?,CH3–CH=CH2 → CH3–CH2–CH2OH,"Hydroboration avoids carbocation formation, preventing rearrangements."
Alcohols Phenols Ethers,Alcohol Formation,Explain energy profile diagram for alcohol formation via SN1 mechanism.,(CH3)3CCl → (CH3)3C+ → (CH3)3COH,SN1 involves two-step mechanism with carbocation intermediate and rate-determining first step.
Alcohols Phenols Ethers,Alcohol Formation,Discuss competition between substitution and elimination in alcohol formation.,CH3CH2Br + OH− → CH3CH2OH + Br−,Reaction conditions determine whether substitution (alcohol) or elimination (alkene) is favored.
Alcohols Phenols Ethers,Alcohol Formation,Predict the major product of acid-catalyzed hydration of 2-methylpropene.,(CH3)2C=CH2 + H2O → (CH3)3COH,"The reaction follows Markovnikov addition forming a tertiary carbocation intermediate, which is most stable. Hence tert-butanol is the major product."
Alcohols Phenols Ethers,Alcohol Formation,Predict product of hydroboration-oxidation of propene.,CH3–CH=CH2 → (1) BH3/THF (2) H2O2/OH− → CH3–CH2–CH2OH,"Hydroboration-oxidation gives anti-Markovnikov addition where OH attaches to the less substituted carbon without rearrangement, forming 1-propanol."
Alcohols Phenols Ethers,Alcohol Formation,"Explain product formation when 3,3-dimethyl-1-butene undergoes hydration.",(CH3)3C–CH=CH2 + H2O → (CH3)3C–CHOH–CH3,"The reaction proceeds via carbocation rearrangement forming a more stable tertiary carbocation before nucleophilic attack, leading to rearranged alcohol product."
Alcohols Phenols Ethers,Alcohol Formation,Predict product of SN1 reaction of tert-butyl chloride with water.,(CH3)3CCl + H2O → (CH3)3COH + HCl,Tertiary alkyl halide undergoes SN1 mechanism forming a stable carbocation intermediate followed by attack of water to yield tert-butanol.
Alcohols Phenols Ethers,Alcohol Formation,Predict product of SN2 reaction of ethyl bromide with aqueous KOH.,C2H5Br + OH− → C2H5OH + Br−,Primary alkyl halide undergoes SN2 mechanism where hydroxide ion attacks directly leading to ethanol formation with inversion (not relevant here as no chirality).
Alcohols Phenols Ethers,Alcohol Formation,Predict the product when acetaldehyde reacts with NaBH4.,CH3CHO + [H] → CH3CH2OH,NaBH4 reduces aldehydes to primary alcohols by converting the carbonyl group into a hydroxyl group.
Alcohols Phenols Ethers,Alcohol Formation,Predict the product when acetone reacts with LiAlH4.,CH3COCH3 + [H] → CH3CHOHCH3,LiAlH4 reduces ketones to secondary alcohols by adding hydrogen across the carbonyl group.
Alcohols Phenols Ethers,Alcohol Formation,Predict the product of Grignard reagent with formaldehyde.,CH3MgBr + HCHO → CH3CH2OH,Grignard reagent adds to formaldehyde to form a primary alcohol after hydrolysis.
Alcohols Phenols Ethers,Alcohol Formation,Predict product when ethylene oxide reacts with CH3MgBr followed by hydrolysis.,CH2CH2O + CH3MgBr → CH3CH2CH2OMgBr → H3O+ → CH3CH2CH2OH,Grignard reagent opens epoxide ring at less hindered carbon forming extended chain alcohol.
Alcohols Phenols Ethers,Alcohol Formation,Predict product of oxymercuration-demercuration of propene.,"CH3–CH=CH2 → (Hg(OAc)2/H2O, NaBH4) → CH3–CHOH–CH3",Oxymercuration-demercuration gives Markovnikov alcohol without carbocation rearrangement.
Alcohols Phenols Ethers,Alcohol Formation,Predict major product of hydration of but-1-ene.,CH2=CH–CH2CH3 + H2O → CH3–CHOH–CH2CH3,Hydration follows Markovnikov rule forming 2-butanol as the major product.
Alcohols Phenols Ethers,Alcohol Formation,Predict product of reduction of benzoic acid with LiAlH4.,C6H5COOH + 4[H] → C6H5CH2OH + H2O,LiAlH4 reduces carboxylic acids completely to primary alcohols such as benzyl alcohol.
Alcohols Phenols Ethers,Alcohol Formation,Predict product when ethyl acetate is reduced.,CH3COOC2H5 + 4[H] → CH3CH2OH + C2H5OH,"Ester reduction gives two alcohols, one from acyl part and one from alkoxy part."
Alcohols Phenols Ethers,Alcohol Formation,Predict product of hydration of propyne.,CH3–C≡CH + H2O → CH3–CO–CH3,"Alkyne hydration forms enol which tautomerizes into ketone, so alcohol is not stable final product."
Alcohols Phenols Ethers,Alcohol Formation,Predict product when 2-bromopropane reacts with aqueous KOH.,CH3–CHBr–CH3 + OH− → CH3–CHOH–CH3 + Br−,Secondary alkyl halide undergoes substitution to form secondary alcohol (propan-2-ol).
Alcohols Phenols Ethers,Alcohol Formation,Identify product when cyclohexene undergoes hydroboration-oxidation.,C6H10 + (1) BH3 (2) H2O2/OH− → C6H11OH,Hydroboration adds OH to less substituted carbon in syn manner giving cyclohexanol.
Alcohols Phenols Ethers,Alcohol Formation,Predict product when methanol is formed industrially.,CO + 2H2 → CH3OH,Methanol is formed by catalytic hydrogenation of carbon monoxide under high pressure and temperature.
Alcohols Phenols Ethers,Alcohol Formation,Predict product of hydration of isobutene under acidic conditions.,(CH3)2C=CH2 + H2O → (CH3)3COH,Formation proceeds via stable tertiary carbocation giving tert-butanol as major product.
Alcohols Phenols Ethers,Alcohol Formation,Predict product of reduction of formaldehyde.,HCHO + [H] → CH3OH,Formaldehyde reduces to methanol which is a primary alcohol.
Alcohols Phenols Ethers,Alcohol Formation,Predict outcome when 1-bromobutane reacts with alcoholic KOH vs aqueous KOH.,C4H9Br + OH− → C4H9OH + Br−,"Aqueous KOH gives substitution forming alcohol, whereas alcoholic KOH would favor elimination (alkene formation)."
Alcohols Phenols Ethers,Alcohol Reactions,What happens when alcohol reacts with sodium metal?,2ROH + 2Na → 2RONa + H2,Alcohol reacts with sodium metal to form sodium alkoxide and hydrogen gas. This reaction shows the acidic nature of alcohol due to the presence of the hydroxyl group.
Alcohols Phenols Ethers,Alcohol Reactions,How do alcohols react with hydrogen halides?,ROH + HCl → RCl + H2O,"Alcohols react with hydrogen halides such as HCl, HBr, or HI to form alkyl halides and water. This is a substitution reaction."
Alcohols Phenols Ethers,Alcohol Reactions,What is dehydration of alcohol?,CH3CH2OH → CH2=CH2 + H2O,"Dehydration of alcohol involves removal of water molecule in presence of acid catalyst like concentrated H2SO4, forming an alkene."
Alcohols Phenols Ethers,Alcohol Reactions,What happens when ethanol is oxidized?,CH3CH2OH + [O] → CH3CHO + H2O,Ethanol undergoes oxidation to form acetaldehyde. This occurs with mild oxidizing agents.
Alcohols Phenols Ethers,Alcohol Reactions,What is the reaction of alcohol with carboxylic acid?,CH3COOH + C2H5OH ⇌ CH3COOC2H5 + H2O,Alcohol reacts with carboxylic acid to form ester and water in presence of acid catalyst. This is called esterification.
Alcohols Phenols Ethers,Alcohol Reactions,How do alcohols react with PCl5?,ROH + PCl5 → RCl + POCl3 + HCl,"Alcohol reacts with phosphorus pentachloride to form alkyl chloride, phosphorus oxychloride, and hydrogen chloride."
Alcohols Phenols Ethers,Alcohol Reactions,What happens when alcohol reacts with SOCl2?,ROH + SOCl2 → RCl + SO2 + HCl,Alcohol reacts with thionyl chloride to form alkyl chloride along with sulfur dioxide and hydrogen chloride gases.
Alcohols Phenols Ethers,Alcohol Reactions,What is oxidation of primary alcohol?,CH3CH2OH + [O] → CH3COOH + H2O,Primary alcohols on strong oxidation form carboxylic acids.
Alcohols Phenols Ethers,Alcohol Reactions,What is oxidation of secondary alcohol?,CH3CHOHCH3 + [O] → CH3COCH3 + H2O,Secondary alcohols are oxidized to ketones when treated with oxidizing agents.
Alcohols Phenols Ethers,Alcohol Reactions,Why do tertiary alcohols not undergo oxidation easily?,(CH3)3COH + [O] → No reaction,Tertiary alcohols do not undergo oxidation easily because they lack hydrogen atom on the carbon bearing the hydroxyl group.
Alcohols Phenols Ethers,Alcohol Reactions,What happens when alcohol reacts with concentrated H2SO4 at high temperature?,CH3CH2OH → CH2=CH2 + H2O,"At high temperature, alcohol undergoes dehydration to form alkene due to elimination of water."
Alcohols Phenols Ethers,Alcohol Reactions,What happens when alcohol reacts with concentrated H2SO4 at low temperature?,2CH3CH2OH → CH3CH2OCH2CH3 + H2O,"At lower temperature, alcohol forms ether via intermolecular dehydration."
Alcohols Phenols Ethers,Alcohol Reactions,What is the reaction of alcohol with acidified potassium dichromate?,CH3CH2OH + [O] → CH3COOH + H2O,Acidified potassium dichromate oxidizes primary alcohol to carboxylic acid and changes color from orange to green.
Alcohols Phenols Ethers,Alcohol Reactions,What is Lucas test reaction?,ROH + HCl → RCl + H2O (ZnCl2),"Lucas test distinguishes alcohols based on their reactivity with HCl in presence of ZnCl2, forming alkyl chlorides at different rates."
Alcohols Phenols Ethers,Alcohol Reactions,What happens when alcohol reacts with acyl chloride?,CH3COCl + C2H5OH → CH3COOC2H5 + HCl,Alcohol reacts with acyl chloride to form ester and hydrogen chloride.
Alcohols Phenols Ethers,Alcohol Reactions,What happens when alcohol reacts with ammonia?,ROH + NH3 → RNH2 + H2O,Alcohol reacts with ammonia to form amines under suitable conditions through substitution reaction.
Alcohols Phenols Ethers,Alcohol Reactions,What is combustion reaction of alcohol?,C2H5OH + 3O2 → 2CO2 + 3H2O,"Alcohol undergoes combustion in presence of oxygen to produce carbon dioxide, water, and energy."
Alcohols Phenols Ethers,Alcohol Reactions,How do alcohols react with metals like potassium?,2ROH + 2K → 2ROK + H2,Alcohol reacts with potassium similar to sodium forming alkoxide and hydrogen gas.
Alcohols Phenols Ethers,Alcohol Reactions,What happens when ethanol reacts with Cu at high temperature?,"CH3CH2OH → CH3CHO + H2 (Cu, 573K)",Ethanol undergoes dehydrogenation in presence of copper catalyst to form acetaldehyde.
